ID_Pelanggan,Isi_Pesan,Label_Masalah
P-086,"Selamat pagi min, koneksi lelet euy, buka WA wae hese pisan, yeuh, hatur nuhun",Wifi Lemot
P-857,"Mohon maaf min, wifi mati babarengan sakomplek, sigana aya gangguan di jaringan pusat, atuh, tolong dicek ya",Gangguan Pusat
P-892,"Kumaha carana nya, server pusat sigana nuju perbaikan, wifi sadayana pareum, atuh, nuhun pisan",Gangguan Pusat
P-217,"Halo min, hoyong ganti nami sareng sandi wifi bumi, yeuh, mohon bantuannya",Ganti Password
P-108,"Permisi min, lampu LOS di modem hurung beureum ti wengi tadi, tolong dicek ya",Internet Mati (LOS)
P-043,"Permisi min, hoyong ganti nami sareng sandi wifi bumi, yeuh, makasih sebelumnya",Ganti Password
P-038,"Selamat pagi min, wifi abdi pareum sadayana ti tadi, teu acan hurung deui, pisan, nuhun sateuacana",Internet Mati (LOS)
P-565,"Wilujeng enjing, informasi ti grup warga, jaringan keur gangguan massal sapoe ieu, nuhun sateuacana",Gangguan Pusat
P-056,"WiFi Nya jlk LG tpi nyala hijau,.
Ada perbaikan APA gmn?..
Dari pagi Tadi soalny",Gangguan Pusat
P-605, nuhun. a server lagi down ya? dari tadi pagi ga bisa konek.,Gangguan Pusat
P-578,Min naha wifi mati berjamaah kieu? Gangguan pusat nya a? tlong.,Gangguan Pusat
P-085,"Mangga, router abdi mati sorangan, teu acan hurung deui ti tadi, teuing, tolong dicek ya",Router Error
P-728,"Hapunten, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, geuning, ditunggu kabarnya",Ganti Password
P-652," euy. punten min, cara ubah password wifi dari hp gimana?",Ganti Password
P-456," kak, punten a, router di rumah lampu alarmnya nyala terus.",Router Error
P-718,"Min, hatur nuhun upami dibantos ganti sandi wifi ayeuna, yeuh, tolong secepatnya ya",Ganti Password
P-363,"pagi kak, internet mati tiba2, kayaknya bapak lupa bayar bulan ini. bisa dibantu cek?",Belum Bayar Tagihan
P-005,"Selamat pagi min, router abdi mati sorangan, teu acan hurung deui ti tadi, atuh, punten pisan",Router Error
P-205,"Hapunten, server pusat sigana nuju perbaikan, wifi sadayana pareum, atuh, hatur nuhun",Gangguan Pusat
P-033,"Min, lampu LOS di modem hurung beureum ti wengi tadi, pisan, hapunten ganggu",Internet Mati (LOS)
P-668,"Min, abdi bade ganti kecap sandi wifi supados teu aya anu nunut deui, geuning, tolong dibantu ya",Ganti Password
P-267,"Nuhun sateuacana, hoyong ganti nami sareng sandi wifi bumi, pisan, punten pisan",Ganti Password
P-062,"Selamat pagi min, kawentar aya perbaikan jaringan pusat ti isuk kénéh, atuh, tolong dicek ya",Gangguan Pusat
P-566,"Kak, jaringan sakomplek katingalna keur aya gangguan pusat, geuning, ditunggu kabarnya",Gangguan Pusat
P-945,"Hapunten, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, yeuh, nuhun pisan",Internet Mati (LOS)
P-020,"Punten, kacepetan wifi turun drastis ti kamari sonten, yeuh, tolong secepatnya ya",Wifi Lemot
P-846,"Mangga, sadayana tatangga oge ngaluhkeun wifi na mati, sigana keur gangguan, teuing, ditunggu kabarnya",Gangguan Pusat
P-130,"Kumaha carana nya, internet lemot teuing, main game jadi lag terus, weh, tolong dibantu ya",Wifi Lemot
P-337,"Mohon maaf min, punten bade robih password wifi, tiasa dibantos teu, weh, nuhun pisan",Ganti Password
P-788," euy. punten min, wifi lemot pisan buat buka wa aja lama.",Wifi Lemot
P-256,"A, info dong lagi ada gangguan jaringan ya? merah semua nih tolong dicek ya a",Gangguan Pusat
P-528," euy. a wifi ga jalan, pas dicek router bau gosong.",Router Error
P-060,Oh nya di antos pak,Gangguan Pusat
P-043,"26032026 
Soalnya bnyk yg pke jadi lemot",Ganti Password
P-371,"Punten, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, pisan, punten pisan",Belum Bayar Tagihan
P-642,A naha internet down pisan hari ini? Ada gangguan pusat ya?,Gangguan Pusat
P-380,"Hapunten, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, geuning, nuhun pisan",Belum Bayar Tagihan
P-249,"Punten, kacepetan wifi turun drastis ti kamari sonten, euy, hatur nuhun",Wifi Lemot
P-050,punten wfi jaringan nana jelek pk,Gangguan Pusat
P-317,"Wilujeng enjing, kacepetan wifi turun drastis ti kamari sonten, yeuh, mohon bantuannya",Wifi Lemot
P-861,"Min, jaringan sakomplek katingalna keur aya gangguan pusat, teuing, hapunten ganggu",Gangguan Pusat
P-919," a, punten min, wifi mati total, lampu pon merah kedip kedip.",Internet Mati (LOS)
P-538," min, a wifi bermasalah, pas dicek router indikator los padahal kabel oke.",Router Error
P-588,"Wilujeng sonten, kabel fiber katarik treuk cenah, éta anu ngabalukarkeun jaringan mati sadayana, weh, ditunggu kabarnya",Gangguan Pusat
P-511,"A router bermasalah, sinyal wifinya ga nyampe kamar. a,",Router Error
P-695,"Kak, bade ganti password wifi kusabab loba anu konek teu wios, pisan, ditunggu kabarnya",Ganti Password
P-054,Untung nya ada kuota,Router Error
P-409,"Halo min, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, geuning, tolong dibantu ya",Belum Bayar Tagihan
P-064,"Punten, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, teuing, tolong dibantu ya",Ganti Password
P-070,"Atas nama Nolis Nurul Islam, tadi na kata sandi Rafa1995, hoyong di ganti Rafa2018",Ganti Password
P-407,"Selamat pagi min, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, teuing, hapunten ganggu",Belum Bayar Tagihan
P-670," nuhun. min ganti sandi wifi dong a, tolong dicek ya.",Ganti Password
P-150,"Wilujeng enjing, internet di rumah abdi mati total ti tadi enjing, yeuh, hapunten ganggu",Internet Mati (LOS)
P-098,"Permisi min, sinyal wifi ical sadayana ti tadi sonten, atuh, ditunggu kabarnya",Internet Mati (LOS)
P-073,"Nuhun sateuacana, wifi lemot pisan ti tadi enjing, susah dianggo streaming, geuning, tolong secepatnya ya",Wifi Lemot
P-005,Assalamualaikum a ini teh gimana eror mulu?🙏🏻,Router Error
P-433,"Permisi min, punten upami tos dibayar ayeuna, iraha deui hurungna, euy, tolong dicek ya",Belum Bayar Tagihan
P-386,"Halo min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, yeuh, ditunggu kabarnya",Belum Bayar Tagihan
P-849,"Hapunten, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, ditunggu kabarnya",Internet Mati (LOS)
P-359,"Wilujeng enjing, punten upami tos dibayar ayeuna, iraha deui hurungna, geuning, mohon bantuannya",Belum Bayar Tagihan
P-807, tlong. min kenapa ya wifi saya lemot banget dari semalem?,Wifi Lemot
P-054,"Assalamualaikum,pak wifi error dari semalam sampai sekarang",Router Error
P-365,"Wilujeng sonten, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, makasih sebelumnya",Belum Bayar Tagihan
P-078,"Sim kuring bade tumaros, wifi kacida na lemot na, streaming putus-putus wae, weh, hatur nuhun",Wifi Lemot
P-887,"Wilujeng enjing, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, teuing, tolong dicek ya",Internet Mati (LOS)
P-033,"Punten, internet ngadadak pareum, lampu router beureum kabeh, pisan, hapunten ganggu",Internet Mati (LOS)
P-157,"Assalamualaikum a, punten ini internet mati dari pusat kah? tolong dicek ya a",Gangguan Pusat
P-176,"Kak, router abdi mati sorangan, teu acan hurung deui ti tadi, pisan, hapunten ganggu",Router Error
P-574,"A info dong kalau lagi gangguan pusat, biar ga nunggu. min,",Gangguan Pusat
P-393,"Mangga, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, atuh, hatur nuhun",Belum Bayar Tagihan
P-924,"Kumaha carana nya, aya kabel di luar putus keuna dahan tangkal, cenah teknisi keur dianteurkeun, weh, tolong dibantu ya",Gangguan Pusat
P-750,"Punten min, wifi di rumah lemot banget buat main game. nuhun.",Wifi Lemot
P-038,"Hapunten, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, teuing, tolong secepatnya ya",Internet Mati (LOS)
P-455,"Min tolong, router saya jatoh sekarang jadi error ga bisa nyala. min,",Router Error
P-720," mohon bantuannya, punten min, ganti password wifi rumah saya dong.",Ganti Password
P-319,"Mohon maaf min, koneksi lambat pisan, buka youtube kudu nunggu lila, euy, tolong secepatnya ya",Wifi Lemot
P-363,"Min, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, weh, hapunten ganggu",Belum Bayar Tagihan
P-054,Tadi pagi kan sudah bayar atas nama {Nama Pelanggan},Router Error
P-420,"Hapunten, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, geuning, nuhun pisan",Belum Bayar Tagihan
P-495," tolong ya, min cek jaringan, router di rumah error lampu merahnya kedip cepet.",Router Error
P-119,"Punten, koneksi lelet euy, buka WA wae hese pisan, geuning, hatur nuhun",Wifi Lemot
P-937,"Selamat pagi min, internet di rumah abdi mati total ti tadi enjing, geuning, punten pisan",Internet Mati (LOS)
P-794,"Halo min, internet lemot teuing, main game jadi lag terus, punten pisan",Wifi Lemot
P-508,"Kumaha carana nya, router sok mati sorangan ti tadi enjing, teu apal kunaon, yeuh, nuhun sateuacana",Router Error
P-005,Udah di cabut gimanaa lagii in A?,Router Error
P-648,Min tolong ganti password wifi saya sekarang juga.,Ganti Password
P-318,"Punten, modem euweuh sinyal, tulisan na LOS beureum wae ti tadi, weh, nuhun sateuacana",Internet Mati (LOS)
P-766,"Kumaha carana nya, koneksi lelet euy, buka WA wae hese pisan, pisan, hatur nuhun",Wifi Lemot
P-519,"Wilujeng sonten, router panas pisan, sinyal wifi jadi kaganggu, pisan, nuhun sateuacana",Router Error
P-009,Punteun wifi lemot ju gangguan nes,Gangguan Pusat
P-039,"Hapunten, koneksi wifi euweuh pisan ti tadi siang, teu acan uih, euy, nuhun pisan",Internet Mati (LOS)
P-433,"Permisi min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, hatur nuhun",Belum Bayar Tagihan
P-311,A naha ieu wifi mati total sekomplek?,Gangguan Pusat
P-672,"Mohon maaf min, hatur nuhun upami dibantos ganti sandi wifi ayeuna, atuh, mohon bantuannya",Ganti Password
P-053,Oh iya Pak 🙏,Gangguan Pusat
P-747,"Min, wifi lemot pisan ti tadi enjing, susah dianggo streaming, yeuh, nuhun sateuacana",Wifi Lemot
P-226,"Mohon maaf min, hoyong ganti nami sareng sandi wifi bumi, atuh, tolong dicek ya",Ganti Password
P-572, min ada gangguan pusat ya? temen saya juga mati wifinya.,Gangguan Pusat
P-190,"Halo min, internet lemot teuing, main game jadi lag terus, weh, hatur nuhun",Wifi Lemot
P-433,"Mangga, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, nuhun pisan",Belum Bayar Tagihan
P-279,Min aya gangguan pusat teu? Ieu muter wae dari tadi tolong dicek ya a,Gangguan Pusat
P-050,ie GE nganggo data,Wifi Lemot
P-428,"Hapunten, bade naros, upami tagihan tos dibayar naha langsung nyambung deui, pisan, tolong dicek ya",Belum Bayar Tagihan
P-888,"Kak, aya tihang kabel ambruk, jaringan sadayana kapangaruhan, teuing, tolong dicek ya",Gangguan Pusat
P-781,"Punten, koneksi lelet euy, buka WA wae hese pisan, ditunggu kabarnya",Wifi Lemot
P-689,"Min mau ganti nama wifi biar ga ketauan orang lain. tolong ya,",Ganti Password
P-392,"Sim kuring bade tumaros, abdi hilap can mayar tagihan, éta nu nyababkeun internet pareum, atuh, mohon bantuannya",Belum Bayar Tagihan
P-339,"Selamat pagi min, kacida na gangguan na, jaringan mati ti tadi enjing sakomplek, weh, tolong dicek ya",Gangguan Pusat
P-404,"Nuhun sateuacana, punten upami tos dibayar ayeuna, iraha deui hurungna, yeuh, nuhun pisan",Belum Bayar Tagihan
P-215,"A, info dong lagi ada gangguan jaringan ya? merah semua nih",Gangguan Pusat
P-109,"Kak, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, makasih sebelumnya",Ganti Password
P-050,"Kak, kacida na gangguan na, jaringan mati ti tadi enjing sakomplek, pisan, mohon bantuannya",Gangguan Pusat
P-879,"Mohon maaf min, jaringan sakomplek katingalna keur aya gangguan pusat, geuning, tolong dicek ya",Gangguan Pusat
P-177,"Mangga, abdi hilap sandi wifi, bade dirobih deui tiasa henteu, euy, ditunggu kabarnya",Ganti Password
P-661,"Min mau ganti password wifi saya, tolong proses ya. euy.",Ganti Password
P-696,"Nuhun sateuacana, punten bade robih password wifi, tiasa dibantos teu, teuing, nuhun sateuacana",Ganti Password
P-390,"Selamat pagi min, internet pareum, ari dicek sigana tunggakan tagihan acan lunas, euy, hapunten ganggu",Belum Bayar Tagihan
P-770,"Nuhun sateuacana, koneksi lelet euy, buka WA wae hese pisan, pisan, punten pisan",Wifi Lemot
P-367,"Kumaha carana nya, wifi mati, sigana kusabab tagihan bulan kamari acan dibayar, yeuh, ditunggu kabarnya",Belum Bayar Tagihan
P-692," punten min, cara ganti nama wifi lewat aplikasi gimana?",Ganti Password
